Entity,Code,Year,Reported cholera cases
Zambia,ZMB,2006,5360
Zambia,ZMB,2007,2286
Zambia,ZMB,2008,2061
Zambia,ZMB,2009,4712
Zambia,ZMB,2010,6794
Zambia,ZMB,2011,330
Zambia,ZMB,2012,198
Zambia,ZMB,2017,1794
Zambia,ZMB,2018,4082
Zambia,ZMB,2019,447
Zimbabwe,ZWE,1973,1
Zimbabwe,ZWE,1974,37
Zimbabwe,ZWE,1975,615
Zimbabwe,ZWE,1976,144
Zimbabwe,ZWE,1985,144
Zimbabwe,ZWE,1986,2
Zimbabwe,ZWE,1992,2048
Zimbabwe,ZWE,1993,5385
Zimbabwe,ZWE,1998,995
Zimbabwe,ZWE,1999,5637
Zimbabwe,ZWE,2000,1675
Zimbabwe,ZWE,2001,650
Zimbabwe,ZWE,2002,3125
Zimbabwe,ZWE,2003,1009
Zimbabwe,ZWE,2004,119
Zimbabwe,ZWE,2005,516
Zimbabwe,ZWE,2006,789
Zimbabwe,ZWE,2007,65
Zimbabwe,ZWE,2008,60055
Zimbabwe,ZWE,2009,68153
Zimbabwe,ZWE,2010,951
Zimbabwe,ZWE,2011,1220
Zimbabwe,ZWE,2012,23
Zimbabwe,ZWE,2015,60
Zimbabwe,ZWE,2016,10
Zimbabwe,ZWE,2018,10692
Zimbabwe,ZWE,2019,61
