"Entity","Code","Year","beans__dry__00000176__production__005510__tonnes"
"Africa",NA,1961,1015116
"Africa",NA,1962,1015200
"Africa",NA,1963,1034416
"Africa",NA,1964,1065483
"Africa",NA,1965,1078757
"Africa",NA,1966,1157600
"Africa",NA,1967,1258215
"Africa",NA,1968,1238680
"Africa",NA,1969,1211219
"Africa",NA,1970,1325695
"Africa",NA,1971,1452540
"Africa",NA,1972,1456291
"Africa",NA,1973,1425068
"Africa",NA,1974,1436128
"Africa",NA,1975,1670921
"Africa",NA,1976,1755873
"Africa",NA,1977,1756122
"Africa",NA,1978,1826570
"Africa",NA,1979,1716783
"Africa",NA,1980,1682745
"Africa",NA,1981,1828715
"Africa",NA,1982,1901814
"Africa",NA,1983,1999574
"Africa",NA,1984,1960378
"Africa",NA,1985,2073917
"Africa",NA,1986,2049385
"Africa",NA,1987,2153924
"Africa",NA,1988,2167768
"Africa",NA,1989,2281778
"Africa",NA,1990,2452315
"Africa",NA,1991,2572001
"Africa",NA,1992,2487712.2
"Africa",NA,1993,2513622
"Africa",NA,1994,2249382
"Africa",NA,1995,2493534.5
"Africa",NA,1996,2243630.2
"Africa",NA,1997,2274255.8
"Africa",NA,1998,2550479.8
"Africa",NA,1999,2675053.8
"Africa",NA,2000,2769692
"Africa",NA,2001,3175487.8
"Africa",NA,2002,3337085
"Africa",NA,2003,3158735.2
"Africa",NA,2004,3042130.8
"Africa",NA,2005,3413101.5
"Africa",NA,2006,3652214.8
"Africa",NA,2007,4077487.8
"Africa",NA,2008,4225188
"Africa",NA,2009,4987999.5
"Africa",NA,2010,5259817
"Africa",NA,2011,5795550.5
"Africa",NA,2012,6203681.5
"Africa",NA,2013,6490067
"Africa",NA,2014,6528233.5
"Africa",NA,2015,7194039.5
"Africa",NA,2016,6933634
"Africa",NA,2017,7739314
"Africa",NA,2018,7159596.5
"Africa",NA,2019,6821435
"Africa",NA,2020,7396520
"Africa",NA,2021,7756113
"Africa",NA,2022,7820131.5
"Africa",NA,2023,8322888
"Africa (FAO)",NA,1961,1025356
"Africa (FAO)",NA,1962,1020160
"Africa (FAO)",NA,1963,1040481
"Africa (FAO)",NA,1964,1076013
"Africa (FAO)",NA,1965,1089221
"Africa (FAO)",NA,1966,1168528
"Africa (FAO)",NA,1967,1265322
"Africa (FAO)",NA,1968,1242716
"Africa (FAO)",NA,1969,1213219
"Africa (FAO)",NA,1970,1329695
"Africa (FAO)",NA,1971,1456540
"Africa (FAO)",NA,1972,1461291
"Africa (FAO)",NA,1973,1429068
"Africa (FAO)",NA,1974,1440128
"Africa (FAO)",NA,1975,1676921
"Africa (FAO)",NA,1976,1761873
"Africa (FAO)",NA,1977,1760122
"Africa (FAO)",NA,1978,1836570
"Africa (FAO)",NA,1979,1719783
"Africa (FAO)",NA,1980,1686745
"Africa (FAO)",NA,1981,1832715
"Africa (FAO)",NA,1982,1903814
"Africa (FAO)",NA,1983,2003407
"Africa (FAO)",NA,1984,1964130
"Africa (FAO)",NA,1985,2075917
"Africa (FAO)",NA,1986,2051385
"Africa (FAO)",NA,1987,2156924
"Africa (FAO)",NA,1988,2170768
"Africa (FAO)",NA,1989,2284778
"Africa (FAO)",NA,1990,2455315
"Africa (FAO)",NA,1991,2575001
"Africa (FAO)",NA,1992,2490712.2
"Africa (FAO)",NA,1993,2518622
"Africa (FAO)",NA,1994,2264382
"Africa (FAO)",NA,1995,2500534.5
"Africa (FAO)",NA,1996,2251630.2
"Africa (FAO)",NA,1997,2285255.8
"Africa (FAO)",NA,1998,2561979.8
"Africa (FAO)",NA,1999,2694053.8
"Africa (FAO)",NA,2000,2800692
"Africa (FAO)",NA,2001,3225487.8
"Africa (FAO)",NA,2002,3362085
"Africa (FAO)",NA,2003,3169735.2
"Africa (FAO)",NA,2004,3056130.8
"Africa (FAO)",NA,2005,3428371.5
"Africa (FAO)",NA,2006,3668095.8
"Africa (FAO)",NA,2007,4093685.5
"Africa (FAO)",NA,2008,4242188
"Africa (FAO)",NA,2009,4999999.5
"Africa (FAO)",NA,2010,5268956
"Africa (FAO)",NA,2011,5803537.5
"Africa (FAO)",NA,2012,6203681.5
"Africa (FAO)",NA,2013,6490067
"Africa (FAO)",NA,2014,6528233.5
"Africa (FAO)",NA,2015,7194039.5
"Africa (FAO)",NA,2016,6933634
"Africa (FAO)",NA,2017,7739314
"Africa (FAO)",NA,2018,7159596.5
"Africa (FAO)",NA,2019,6821435
"Africa (FAO)",NA,2020,7396520
"Africa (FAO)",NA,2021,7756113
"Africa (FAO)",NA,2022,7820131.5
"Africa (FAO)",NA,2023,8322888
"Albania","ALB",1961,9247
"Albania","ALB",1962,8929
"Albania","ALB",1963,14016
"Albania","ALB",1964,12790
"Albania","ALB",1965,8359
"Albania","ALB",1966,12392
"Albania","ALB",1967,13443
"Albania","ALB",1968,14767
"Albania","ALB",1969,12573
"Albania","ALB",1970,13131
"Albania","ALB",1971,13079
"Albania","ALB",1972,12000
"Albania","ALB",1973,11000
"Albania","ALB",1974,13300
"Albania","ALB",1975,10000
"Albania","ALB",1976,14500
"Albania","ALB",1977,16500
"Albania","ALB",1978,17000
"Albania","ALB",1979,18500
"Albania","ALB",1980,18000
"Albania","ALB",1981,20000
"Albania","ALB",1982,20000
"Albania","ALB",1983,19000
"Albania","ALB",1984,18000
"Albania","ALB",1985,16000
"Albania","ALB",1986,21000
"Albania","ALB",1987,18000
"Albania","ALB",1988,18000
"Albania","ALB",1989,24000
"Albania","ALB",1990,14000
"Albania","ALB",1991,12844
"Albania","ALB",1992,25197
"Albania","ALB",1993,23509
"Albania","ALB",1994,17600
"Albania","ALB",1995,20274
"Albania","ALB",1996,25252
"Albania","ALB",1997,20546
"Albania","ALB",1998,22683
"Albania","ALB",1999,26000
"Albania","ALB",2000,25200
"Albania","ALB",2001,22100
"Albania","ALB",2002,24500
"Albania","ALB",2003,17800
"Albania","ALB",2004,22400
"Albania","ALB",2005,23600
"Albania","ALB",2006,24300
"Albania","ALB",2007,20800
"Albania","ALB",2008,21800
"Albania","ALB",2009,23000
"Albania","ALB",2010,24000
"Albania","ALB",2011,25300
"Albania","ALB",2012,27000
"Albania","ALB",2013,28000
"Albania","ALB",2014,30000
"Albania","ALB",2015,28000
"Albania","ALB",2016,24860
"Albania","ALB",2017,21200
"Albania","ALB",2018,24542
"Albania","ALB",2019,24782
"Albania","ALB",2020,25762
"Albania","ALB",2021,22418
"Albania","ALB",2022,21770
"Albania","ALB",2023,23307.2
"Algeria","DZA",1961,1037
"Algeria","DZA",1962,1000
"Algeria","DZA",1963,1300
"Algeria","DZA",1964,1510
"Algeria","DZA",1965,1088
"Algeria","DZA",1966,935
"Algeria","DZA",1967,745
"Algeria","DZA",1968,1691
"Algeria","DZA",1969,1837
"Algeria","DZA",1970,1541
"Algeria","DZA",1971,2494
"Algeria","DZA",1972,3397
"Algeria","DZA",1973,2213
"Algeria","DZA",1974,3916
"Algeria","DZA",1975,3480
"Algeria","DZA",1976,2055
"Algeria","DZA",1977,1461
"Algeria","DZA",1978,1295
"Algeria","DZA",1979,696
"Algeria","DZA",1980,681
"Algeria","DZA",1981,977
"Algeria","DZA",1982,540
"Algeria","DZA",1983,630
"Algeria","DZA",1984,824
"Algeria","DZA",1985,905
"Algeria","DZA",1986,1041
"Algeria","DZA",1987,900
"Algeria","DZA",1988,597
"Algeria","DZA",1989,558
"Algeria","DZA",1990,876
"Algeria","DZA",1991,487
"Algeria","DZA",1992,696
"Algeria","DZA",1993,586
"Algeria","DZA",1994,344
"Algeria","DZA",1995,308
"Algeria","DZA",1996,561
"Algeria","DZA",1997,646
"Algeria","DZA",1998,1079
"Algeria","DZA",1999,939
"Algeria","DZA",2000,419
"Algeria","DZA",2001,734
"Algeria","DZA",2002,864
"Algeria","DZA",2003,1096
"Algeria","DZA",2004,1581
"Algeria","DZA",2005,666
"Algeria","DZA",2006,915
"Algeria","DZA",2007,917
"Algeria","DZA",2008,544
"Algeria","DZA",2009,1159
"Algeria","DZA",2010,845
"Algeria","DZA",2011,953
"Algeria","DZA",2012,1024
"Algeria","DZA",2013,1362
"Algeria","DZA",2014,1343
"Algeria","DZA",2015,1421
"Algeria","DZA",2016,875
"Algeria","DZA",2017,1480
"Algeria","DZA",2018,2811.3
"Algeria","DZA",2019,1789
"Algeria","DZA",2020,2047.8
"Algeria","DZA",2021,3613
"Algeria","DZA",2022,2744.52
"Algeria","DZA",2023,2500.19
"Americas (FAO)",NA,1961,3925375
"Americas (FAO)",NA,1962,3748417
"Americas (FAO)",NA,1963,4111482
"Americas (FAO)",NA,1964,4240279
"Americas (FAO)",NA,1965,4523750
"Americas (FAO)",NA,1966,4729698
"Americas (FAO)",NA,1967,4905967
"Americas (FAO)",NA,1968,4665414
"Americas (FAO)",NA,1969,4508703
"Americas (FAO)",NA,1970,4586466
"Americas (FAO)",NA,1971,5061350
"Americas (FAO)",NA,1972,5064725
"Americas (FAO)",NA,1973,4689642
"Americas (FAO)",NA,1974,4940367
"Americas (FAO)",NA,1975,4945512
"Americas (FAO)",NA,1976,4273283
"Americas (FAO)",NA,1977,4644483
"Americas (FAO)",NA,1978,4915135
"Americas (FAO)",NA,1979,4746149
"Americas (FAO)",NA,1980,4979783
"Americas (FAO)",NA,1981,6178191
"Americas (FAO)",NA,1982,6102701
"Americas (FAO)",NA,1983,4493293
"Americas (FAO)",NA,1984,5464896
"Americas (FAO)",NA,1985,5483188
"Americas (FAO)",NA,1986,5350033
"Americas (FAO)",NA,1987,5196330
"Americas (FAO)",NA,1988,5621617
"Americas (FAO)",NA,1989,4970402
"Americas (FAO)",NA,1990,6192585
"Americas (FAO)",NA,1991,6916367.5
"Americas (FAO)",NA,1992,5659248
"Americas (FAO)",NA,1993,5839609
"Americas (FAO)",NA,1994,7225645.5
"Americas (FAO)",NA,1995,6865706.5
"Americas (FAO)",NA,1996,6222823.5
"Americas (FAO)",NA,1997,6378615.5
"Americas (FAO)",NA,1998,6149149.5
"Americas (FAO)",NA,1999,6863228.5
"Americas (FAO)",NA,2000,6655817.5
"Americas (FAO)",NA,2001,5992074
"Americas (FAO)",NA,2002,7736105.5
"Americas (FAO)",NA,2003,7457139.5
"Americas (FAO)",NA,2004,6427629
"Americas (FAO)",NA,2005,6699875.5
"Americas (FAO)",NA,2006,7728342
"Americas (FAO)",NA,2007,7065118
"Americas (FAO)",NA,2008,7498399
"Americas (FAO)",NA,2009,7446369.5
"Americas (FAO)",NA,2010,7532208.5
"Americas (FAO)",NA,2011,6724722
"Americas (FAO)",NA,2012,7278119
"Americas (FAO)",NA,2013,6971450
"Americas (FAO)",NA,2014,7908614.5
"Americas (FAO)",NA,2015,7578239.5
"Americas (FAO)",NA,2016,6969698
"Americas (FAO)",NA,2017,7656438
"Americas (FAO)",NA,2018,7441697
"Americas (FAO)",NA,2019,6871187
"Americas (FAO)",NA,2020,7943768
"Americas (FAO)",NA,2021,7632151.5
"Americas (FAO)",NA,2022,7264477
"Americas (FAO)",NA,2023,7083867.5
"Angola","AGO",1961,55000
"Angola","AGO",1962,58000
"Angola","AGO",1963,60000
"Angola","AGO",1964,63000
"Angola","AGO",1965,60010
"Angola","AGO",1966,64000
"Angola","AGO",1967,63500
"Angola","AGO",1968,63500
"Angola","AGO",1969,63500
"Angola","AGO",1970,75000
"Angola","AGO",1971,70000
"Angola","AGO",1972,70000
"Angola","AGO",1973,72000
"Angola","AGO",1974,72000
"Angola","AGO",1975,70000
"Angola","AGO",1976,70000
"Angola","AGO",1977,65000
"Angola","AGO",1978,40000
"Angola","AGO",1979,43833
"Angola","AGO",1980,43180
"Angola","AGO",1981,40000
"Angola","AGO",1982,40000
"Angola","AGO",1983,40000
"Angola","AGO",1984,40000
"Angola","AGO",1985,40000
"Angola","AGO",1986,41000
"Angola","AGO",1987,41000
"Angola","AGO",1988,36000
"Angola","AGO",1989,36000
"Angola","AGO",1990,33000
"Angola","AGO",1991,36000
"Angola","AGO",1992,36000
"Angola","AGO",1993,54000
"Angola","AGO",1994,162000
"Angola","AGO",1995,1e+05
"Angola","AGO",1996,55309
"Angola","AGO",1997,66338
"Angola","AGO",1998,85696
"Angola","AGO",1999,67539
"Angola","AGO",2000,75110
"Angola","AGO",2001,89030
"Angola","AGO",2002,90884
"Angola","AGO",2003,93184
"Angola","AGO",2004,75966
"Angola","AGO",2005,109284
"Angola","AGO",2006,85081
"Angola","AGO",2007,103701
"Angola","AGO",2008,124464
"Angola","AGO",2009,247314
"Angola","AGO",2010,250117
"Angola","AGO",2011,303521
"Angola","AGO",2012,96217
"Angola","AGO",2013,311988
"Angola","AGO",2014,401500
"Angola","AGO",2015,397842
"Angola","AGO",2016,399483
"Angola","AGO",2017,336120.47
"Angola","AGO",2018,333478.47
"Angola","AGO",2019,325828
"Angola","AGO",2020,344762
"Angola","AGO",2021,341081
"Angola","AGO",2022,358209
"Angola","AGO",2023,366865
"Argentina","ARG",1961,33000
"Argentina","ARG",1962,24300
"Argentina","ARG",1963,32600
"Argentina","ARG",1964,29200
"Argentina","ARG",1965,38300
"Argentina","ARG",1966,29800
"Argentina","ARG",1967,27300
"Argentina","ARG",1968,22860
"Argentina","ARG",1969,31900
"Argentina","ARG",1970,39500
"Argentina","ARG",1971,59000
"Argentina","ARG",1972,58000
"Argentina","ARG",1973,72900
"Argentina","ARG",1974,115300
"Argentina","ARG",1975,108700
"Argentina","ARG",1976,170500
"Argentina","ARG",1977,155000
"Argentina","ARG",1978,133000
"Argentina","ARG",1979,235000
"Argentina","ARG",1980,146000
"Argentina","ARG",1981,224000
"Argentina","ARG",1982,254000
"Argentina","ARG",1983,216500
"Argentina","ARG",1984,191200
"Argentina","ARG",1985,198300
"Argentina","ARG",1986,210500
"Argentina","ARG",1987,134200
"Argentina","ARG",1988,172300
"Argentina","ARG",1989,124800
"Argentina","ARG",1990,207845
"Argentina","ARG",1991,241578
"Argentina","ARG",1992,212270
"Argentina","ARG",1993,165640
"Argentina","ARG",1994,198476
"Argentina","ARG",1995,237675
"Argentina","ARG",1996,218313
"Argentina","ARG",1997,268519
"Argentina","ARG",1998,303245
"Argentina","ARG",1999,340494
"Argentina","ARG",2000,297157
"Argentina","ARG",2001,262985
"Argentina","ARG",2002,278100
"Argentina","ARG",2003,215550
"Argentina","ARG",2004,151278
"Argentina","ARG",2005,169257
"Argentina","ARG",2006,322775
"Argentina","ARG",2007,328249
"Argentina","ARG",2008,336779
"Argentina","ARG",2009,312998
"Argentina","ARG",2010,338120
"Argentina","ARG",2011,332782
"Argentina","ARG",2012,361153
"Argentina","ARG",2013,96109
"Argentina","ARG",2014,429832
"Argentina","ARG",2015,604817
"Argentina","ARG",2016,366588
"Argentina","ARG",2017,413605
"Argentina","ARG",2018,473389
"Argentina","ARG",2019,578713
"Argentina","ARG",2020,633823
"Argentina","ARG",2021,758750
"Argentina","ARG",2022,679744
"Argentina","ARG",2023,792564
"Armenia","ARM",1992,2445
"Armenia","ARM",1993,3599
"Armenia","ARM",1994,4800
"Armenia","ARM",1995,3400
"Armenia","ARM",1996,5210
"Armenia","ARM",1997,3900
"Armenia","ARM",1998,3195
"Armenia","ARM",1999,3550
"Armenia","ARM",2000,3838
"Armenia","ARM",2001,3067
"Armenia","ARM",2002,3309
"Armenia","ARM",2003,4470
"Armenia","ARM",2004,4959
"Armenia","ARM",2005,4085
"Armenia","ARM",2006,3717
"Armenia","ARM",2007,4951
"Armenia","ARM",2008,5903
"Armenia","ARM",2009,5549.4
"Armenia","ARM",2010,4185
"Armenia","ARM",2011,4930
"Armenia","ARM",2012,4714
"Armenia","ARM",2013,4932
"Armenia","ARM",2014,5080
"Armenia","ARM",2015,5048.4
"Armenia","ARM",2016,4749
"Armenia","ARM",2017,3672
"Armenia","ARM",2018,2531
"Armenia","ARM",2019,2731
"Armenia","ARM",2020,2817.5
"Armenia","ARM",2021,2715
"Armenia","ARM",2022,2160.8
"Armenia","ARM",2023,2150.9
"Asia",NA,1961,5162321
"Asia",NA,1962,6030398
"Asia",NA,1963,5499494
"Asia",NA,1964,5771340
"Asia",NA,1965,5519709
"Asia",NA,1966,4910831
"Asia",NA,1967,5300290
"Asia",NA,1968,4931160
"Asia",NA,1969,5075036
"Asia",NA,1970,5787042
"Asia",NA,1971,5159416
"Asia",NA,1972,4988680
"Asia",NA,1973,6022137
"Asia",NA,1974,5563829
"Asia",NA,1975,5998824
"Asia",NA,1976,5573992
"Asia",NA,1977,6024928
"Asia",NA,1978,5989956
"Asia",NA,1979,5488478
"Asia",NA,1980,6364609
"Asia",NA,1981,6536725
"Asia",NA,1982,6513153
"Asia",NA,1983,7446116
"Asia",NA,1984,7358921
"Asia",NA,1985,7102321
"Asia",NA,1986,6942026
"Asia",NA,1987,7038187
"Asia",NA,1988,8134515
"Asia",NA,1989,7594094
"Asia",NA,1990,8403611
"Asia",NA,1991,7704210
"Asia",NA,1992,8245410
"Asia",NA,1993,7354466.5
"Asia",NA,1994,7434143
"Asia",NA,1995,7638141
"Asia",NA,1996,7819162
"Asia",NA,1997,6920148
"Asia",NA,1998,7016177
"Asia",NA,1999,7575713
"Asia",NA,2000,7625026
"Asia",NA,2001,8390713
"Asia",NA,2002,8204660.5
"Asia",NA,2003,10055647
"Asia",NA,2004,8423579
"Asia",NA,2005,8429625
"Asia",NA,2006,9164808
"Asia",NA,2007,10134489
"Asia",NA,2008,9712163
"Asia",NA,2009,9032927
"Asia",NA,2010,11508106
"Asia",NA,2011,11152864
"Asia",NA,2012,10656435
"Asia",NA,2013,11134545
"Asia",NA,2014,10228351
"Asia",NA,2015,10523373
"Asia",NA,2016,12307194
"Asia",NA,2017,12769657
"Asia",NA,2018,12420667
"Asia",NA,2019,11315655
"Asia",NA,2020,11512860
"Asia",NA,2021,12278650
"Asia",NA,2022,12639491
"Asia",NA,2023,12572153
"Asia (FAO)",NA,1961,5163845
"Asia (FAO)",NA,1962,6031973
"Asia (FAO)",NA,1963,5500413
"Asia (FAO)",NA,1964,5772864
"Asia (FAO)",NA,1965,5521487
"Asia (FAO)",NA,1966,4911949
"Asia (FAO)",NA,1967,5301306
"Asia (FAO)",NA,1968,4932074
"Asia (FAO)",NA,1969,5076052
"Asia (FAO)",NA,1970,5787804
"Asia (FAO)",NA,1971,5160280
"Asia (FAO)",NA,1972,4989442
"Asia (FAO)",NA,1973,6022543
"Asia (FAO)",NA,1974,5564337
"Asia (FAO)",NA,1975,5999637
"Asia (FAO)",NA,1976,5574652
"Asia (FAO)",NA,1977,6025436
"Asia (FAO)",NA,1978,5990383
"Asia (FAO)",NA,1979,5488834
"Asia (FAO)",NA,1980,6364954
"Asia (FAO)",NA,1981,6537208
"Asia (FAO)",NA,1982,6513712
"Asia (FAO)",NA,1983,7446916
"Asia (FAO)",NA,1984,7359821
"Asia (FAO)",NA,1985,7103321
"Asia (FAO)",NA,1986,6943286
"Asia (FAO)",NA,1987,7040287
"Asia (FAO)",NA,1988,8135355
"Asia (FAO)",NA,1989,7595294
"Asia (FAO)",NA,1990,8404911
"Asia (FAO)",NA,1991,7705050
"Asia (FAO)",NA,1992,8247080
"Asia (FAO)",NA,1993,7355431.5
"Asia (FAO)",NA,1994,7434943
"Asia (FAO)",NA,1995,7639001
"Asia (FAO)",NA,1996,7819762
"Asia (FAO)",NA,1997,6920548
"Asia (FAO)",NA,1998,7016357
"Asia (FAO)",NA,1999,7575903
"Asia (FAO)",NA,2000,7625206
"Asia (FAO)",NA,2001,8390903
"Asia (FAO)",NA,2002,8204850.5
"Asia (FAO)",NA,2003,10055847
"Asia (FAO)",NA,2004,8423765
"Asia (FAO)",NA,2005,8429840
"Asia (FAO)",NA,2006,9165014
"Asia (FAO)",NA,2007,10134681
"Asia (FAO)",NA,2008,9712371
"Asia (FAO)",NA,2009,9033145
"Asia (FAO)",NA,2010,11508299
"Asia (FAO)",NA,2011,11153095
"Asia (FAO)",NA,2012,10656631
"Asia (FAO)",NA,2013,11134732
"Asia (FAO)",NA,2014,10228561
"Asia (FAO)",NA,2015,10523581
"Asia (FAO)",NA,2016,12307341
"Asia (FAO)",NA,2017,12769738
"Asia (FAO)",NA,2018,12420667
"Asia (FAO)",NA,2019,11315655
"Asia (FAO)",NA,2020,11512860
"Asia (FAO)",NA,2021,12278650
"Asia (FAO)",NA,2022,12639491
"Asia (FAO)",NA,2023,12572153
"Australia","AUS",1961,447
"Australia","AUS",1962,890
"Australia","AUS",1963,1042
"Australia","AUS",1964,721
"Australia","AUS",1965,246
"Australia","AUS",1966,948
"Australia","AUS",1967,1468
"Australia","AUS",1968,846
"Australia","AUS",1969,2531
"Australia","AUS",1970,1121
"Australia","AUS",1971,6504
"Australia","AUS",1972,1799
"Australia","AUS",1973,2539
"Australia","AUS",1974,2829
"Australia","AUS",1975,6064
"Australia","AUS",1976,5937
"Australia","AUS",1977,8223
"Australia","AUS",1978,4970
"Australia","AUS",1979,1535
"Australia","AUS",1980,2152
"Australia","AUS",1981,5745
"Australia","AUS",1982,4940
"Australia","AUS",1983,15095
"Australia","AUS",1984,18912
"Australia","AUS",1985,18918
"Australia","AUS",1986,23889
"Australia","AUS",1987,21382
"Australia","AUS",1988,20708
"Australia","AUS",1989,14365
"Australia","AUS",1990,16714
"Australia","AUS",1991,22336
"Australia","AUS",1992,19000
"Australia","AUS",1993,31900
"Australia","AUS",1994,20500
"Australia","AUS",1995,23200
"Australia","AUS",1996,49800
"Australia","AUS",1997,37000
"Australia","AUS",1998,53000
"Australia","AUS",1999,47000
"Australia","AUS",2000,58000
"Australia","AUS",2001,50000
"Australia","AUS",2002,38900
"Australia","AUS",2003,52000
"Australia","AUS",2004,58000
"Australia","AUS",2005,53000
"Australia","AUS",2006,36000
"Australia","AUS",2007,28565
"Australia","AUS",2008,45500
"Australia","AUS",2009,50557
"Australia","AUS",2010,65200
"Australia","AUS",2011,44500
"Australia","AUS",2012,35000
"Australia","AUS",2013,32000
"Australia","AUS",2014,58000
"Australia","AUS",2015,107500
"Australia","AUS",2016,123000
"Australia","AUS",2017,103000
"Australia","AUS",2018,101000
"Australia","AUS",2019,128158.44
"Australia","AUS",2020,155798.52
"Australia","AUS",2021,257000
"Australia","AUS",2022,215120.16
"Australia","AUS",2023,181169.12
"Austria","AUT",1961,1160
"Austria","AUT",1962,908
"Austria","AUT",1963,827
"Austria","AUT",1964,924
"Austria","AUT",1965,946
"Austria","AUT",1966,823
"Austria","AUT",1967,875
"Austria","AUT",1968,840
"Austria","AUT",1969,423
"Austria","AUT",1970,427
"Austria","AUT",1971,367
"Austria","AUT",1972,537
"Austria","AUT",1973,566
"Austria","AUT",1974,509
"Austria","AUT",1975,0
"Austria","AUT",1976,0
"Austria","AUT",1977,0
"Austria","AUT",1978,0
"Austria","AUT",1979,0
"Austria","AUT",1980,0
"Austria","AUT",1981,0
"Austria","AUT",1982,0
"Austria","AUT",1983,0
"Austria","AUT",1984,0
"Austria","AUT",1985,0
"Austria","AUT",1986,0
"Austria","AUT",1987,0
"Austria","AUT",1988,0
"Austria","AUT",1989,0
"Austria","AUT",1990,0
"Austria","AUT",1991,0
"Austria","AUT",1992,0
"Azerbaijan","AZE",1992,8116
"Azerbaijan","AZE",1993,7475
"Azerbaijan","AZE",1994,8935
"Azerbaijan","AZE",1995,7037
"Azerbaijan","AZE",1996,2777
"Azerbaijan","AZE",1997,3174
"Azerbaijan","AZE",1998,3949
"Azerbaijan","AZE",1999,4196
"Azerbaijan","AZE",2000,5278
"Azerbaijan","AZE",2001,5858
"Azerbaijan","AZE",2002,5982
"Azerbaijan","AZE",2003,7466
"Azerbaijan","AZE",2004,8479
"Azerbaijan","AZE",2005,9595
"Azerbaijan","AZE",2006,9130
"Azerbaijan","AZE",2007,9854
"Azerbaijan","AZE",2008,11443
"Azerbaijan","AZE",2009,10531
"Azerbaijan","AZE",2010,9783
"Azerbaijan","AZE",2011,10613
"Azerbaijan","AZE",2012,10681
"Azerbaijan","AZE",2013,10220
"Azerbaijan","AZE",2014,10362
"Azerbaijan","AZE",2015,10655
"Azerbaijan","AZE",2016,10825.8
"Azerbaijan","AZE",2017,9290.6
"Azerbaijan","AZE",2018,10169.9
"Azerbaijan","AZE",2019,9005.2
"Azerbaijan","AZE",2020,6312.9
"Azerbaijan","AZE",2021,6630.9
"Azerbaijan","AZE",2022,6145.7
"Azerbaijan","AZE",2023,5000.7
"Bangladesh","BGD",1961,49784
"Bangladesh","BGD",1962,49784
"Bangladesh","BGD",1963,47752
"Bangladesh","BGD",1964,48768
"Bangladesh","BGD",1965,48768
"Bangladesh","BGD",1966,60960
"Bangladesh","BGD",1967,57912
"Bangladesh","BGD",1968,60765
"Bangladesh","BGD",1969,61979
"Bangladesh","BGD",1970,61098
"Bangladesh","BGD",1971,60604
"Bangladesh","BGD",1972,70000
"Bangladesh","BGD",1973,80000
"Bangladesh","BGD",1974,90000
"Bangladesh","BGD",1975,1e+05
"Bangladesh","BGD",1976,110000
"Bangladesh","BGD",1977,115000
"Bangladesh","BGD",1978,124000
"Bangladesh","BGD",1979,114000
"Bangladesh","BGD",1980,109000
"Bangladesh","BGD",1981,98000
"Bangladesh","BGD",1982,98000
"Bangladesh","BGD",1983,93900
"Bangladesh","BGD",1984,89400
"Bangladesh","BGD",1985,77500
"Bangladesh","BGD",1986,80000
"Bangladesh","BGD",1987,87000
"Bangladesh","BGD",1988,79000
"Bangladesh","BGD",1989,83035
"Bangladesh","BGD",1990,83260
"Bangladesh","BGD",1991,82515
"Bangladesh","BGD",1992,83000
"Bangladesh","BGD",1993,82000
"Bangladesh","BGD",1994,85000
"Bangladesh","BGD",1995,82000
"Bangladesh","BGD",1996,84000
"Bangladesh","BGD",1997,83000
"Bangladesh","BGD",1998,54000
"Bangladesh","BGD",1999,57000
"Bangladesh","BGD",2000,54000
"Bangladesh","BGD",2001,53000
"Bangladesh","BGD",2002,49000
"Bangladesh","BGD",2003,48000
"Bangladesh","BGD",2004,35000
"Bangladesh","BGD",2005,34000
"Bangladesh","BGD",2006,36865
"Bangladesh","BGD",2007,41185
"Bangladesh","BGD",2008,39727
"Bangladesh","BGD",2009,48533
"Bangladesh","BGD",2010,44000
"Bangladesh","BGD",2011,50000
"Bangladesh","BGD",2012,51000
"Bangladesh","BGD",2013,51500
"Bangladesh","BGD",2014,66000
"Bangladesh","BGD",2015,66137
"Bangladesh","BGD",2016,72105
"Bangladesh","BGD",2017,73970
"Bangladesh","BGD",2018,75532
"Bangladesh","BGD",2019,76224
"Bangladesh","BGD",2020,71000
"Bangladesh","BGD",2021,78000
"Bangladesh","BGD",2022,80553
"Bangladesh","BGD",2023,86473
"Barbados","BRB",1998,300
"Barbados","BRB",1999,310
"Barbados","BRB",2000,340
"Barbados","BRB",2001,365
"Barbados","BRB",2002,394
"Barbados","BRB",2003,505
"Barbados","BRB",2004,243.6
"Barbados","BRB",2005,343
"Barbados","BRB",2006,371
"Barbados","BRB",2007,252
"Barbados","BRB",2008,168
"Barbados","BRB",2009,166
"Barbados","BRB",2010,222
"Barbados","BRB",2011,270
"Barbados","BRB",2012,219
"Barbados","BRB",2013,112
"Barbados","BRB",2014,113
"Barbados","BRB",2015,126.36
"Barbados","BRB",2016,117.12
"Barbados","BRB",2017,118.83
"Barbados","BRB",2018,120.77
"Barbados","BRB",2019,118.91
"Barbados","BRB",2020,119.5
"Barbados","BRB",2021,119.73
"Barbados","BRB",2022,119.38
"Barbados","BRB",2023,119.54
"Belarus","BLR",1992,56000
"Belarus","BLR",1993,64000
"Belarus","BLR",1994,51000
"Belarus","BLR",1995,75000
"Belarus","BLR",1996,129000
"Belarus","BLR",1997,219000
"Belarus","BLR",1998,153000
"Belarus","BLR",1999,107000
"Belarus","BLR",2000,168000
"Belarus","BLR",2001,178000
"Belarus","BLR",2002,188000
"Belarus","BLR",2003,89684
