"Entity","Code","Year","avocados__00000572__production__005510__tonnes"
"Democratic Republic of Congo","COD",2008,65220
"Democratic Republic of Congo","COD",2009,66112
"Democratic Republic of Congo","COD",2010,67016
"Democratic Republic of Congo","COD",2011,67933
"Democratic Republic of Congo","COD",2012,66509.09
"Democratic Republic of Congo","COD",2013,65302.79
"Democratic Republic of Congo","COD",2014,63837.79
"Democratic Republic of Congo","COD",2015,63275.04
"Democratic Republic of Congo","COD",2016,62709.21
"Democratic Republic of Congo","COD",2017,62453.67
"Democratic Republic of Congo","COD",2018,62292.13
"Democratic Republic of Congo","COD",2019,62166.81
"Democratic Republic of Congo","COD",2020,62093.33
"Democratic Republic of Congo","COD",2021,62012.43
"Democratic Republic of Congo","COD",2022,61845.27
"Democratic Republic of Congo","COD",2023,61726.42
"Denmark","DNK",2018,0
"Denmark","DNK",2019,0
"Denmark","DNK",2020,0
"Denmark","DNK",2021,0
"Denmark","DNK",2022,0
"Denmark","DNK",2023,0
"Dominica","DMA",1961,100
"Dominica","DMA",1962,100
"Dominica","DMA",1963,100
"Dominica","DMA",1964,100
"Dominica","DMA",1965,100
"Dominica","DMA",1966,100
"Dominica","DMA",1967,100
"Dominica","DMA",1968,100
"Dominica","DMA",1969,100
"Dominica","DMA",1970,100
"Dominica","DMA",1971,100
"Dominica","DMA",1972,100
"Dominica","DMA",1973,100
"Dominica","DMA",1974,100
"Dominica","DMA",1975,100
"Dominica","DMA",1976,100
"Dominica","DMA",1977,100
"Dominica","DMA",1978,100
"Dominica","DMA",1979,101
"Dominica","DMA",1980,152
"Dominica","DMA",1981,157
"Dominica","DMA",1982,160
"Dominica","DMA",1983,193
"Dominica","DMA",1984,231
"Dominica","DMA",1985,209
"Dominica","DMA",1986,280
"Dominica","DMA",1987,263
"Dominica","DMA",1988,358
"Dominica","DMA",1989,803
"Dominica","DMA",1990,695
"Dominica","DMA",1991,718
"Dominica","DMA",1992,861
"Dominica","DMA",1993,1071
"Dominica","DMA",1994,600
"Dominica","DMA",1995,323
"Dominica","DMA",1996,400
"Dominica","DMA",1997,471
"Dominica","DMA",1998,480
"Dominica","DMA",1999,600
"Dominica","DMA",2000,540
"Dominica","DMA",2001,562
"Dominica","DMA",2002,559
"Dominica","DMA",2003,698
"Dominica","DMA",2004,771
"Dominica","DMA",2005,719
"Dominica","DMA",2006,757
"Dominica","DMA",2007,520
"Dominica","DMA",2008,652
"Dominica","DMA",2009,897
"Dominica","DMA",2010,711
"Dominica","DMA",2011,812
"Dominica","DMA",2012,859
"Dominica","DMA",2013,1074
"Dominica","DMA",2014,1077
"Dominica","DMA",2015,1054.96
"Dominica","DMA",2016,1070.15
"Dominica","DMA",2017,1048.25
"Dominica","DMA",2018,1035.14
"Dominica","DMA",2019,1036.07
"Dominica","DMA",2020,1062.93
"Dominica","DMA",2021,1080.17
"Dominica","DMA",2022,1094.53
"Dominica","DMA",2023,1079.21
"Dominican Republic","DOM",1961,106215
"Dominican Republic","DOM",1962,107850
"Dominican Republic","DOM",1963,109511
"Dominican Republic","DOM",1964,115674
"Dominican Republic","DOM",1965,116520
"Dominican Republic","DOM",1966,115162
"Dominican Republic","DOM",1967,116798
"Dominican Republic","DOM",1968,118433
"Dominican Republic","DOM",1969,120067
"Dominican Republic","DOM",1970,121702
"Dominican Republic","DOM",1971,123337
"Dominican Republic","DOM",1972,124972
"Dominican Republic","DOM",1973,126607
"Dominican Republic","DOM",1974,128242
"Dominican Republic","DOM",1975,129877
"Dominican Republic","DOM",1976,131512
"Dominican Republic","DOM",1977,133146
"Dominican Republic","DOM",1978,134782
"Dominican Republic","DOM",1979,138700
"Dominican Republic","DOM",1980,124800
"Dominican Republic","DOM",1981,134000
"Dominican Republic","DOM",1982,136000
"Dominican Republic","DOM",1983,138000
"Dominican Republic","DOM",1984,130996
"Dominican Republic","DOM",1985,129031
"Dominican Republic","DOM",1986,132680
"Dominican Republic","DOM",1987,129490
"Dominican Republic","DOM",1988,124890
"Dominican Republic","DOM",1989,137150
"Dominican Republic","DOM",1990,7376
"Dominican Republic","DOM",1991,20803
"Dominican Republic","DOM",1992,11369
"Dominican Republic","DOM",1993,12082
"Dominican Republic","DOM",1994,27197
"Dominican Republic","DOM",1995,48030
"Dominican Republic","DOM",1996,11989
"Dominican Republic","DOM",1997,30972
"Dominican Republic","DOM",1998,60019
"Dominican Republic","DOM",1999,71158
"Dominican Republic","DOM",2000,81736
"Dominican Republic","DOM",2001,111058
"Dominican Republic","DOM",2002,147534
"Dominican Republic","DOM",2003,273606
"Dominican Republic","DOM",2004,220146.06
"Dominican Republic","DOM",2005,112706
"Dominican Republic","DOM",2006,216378
"Dominican Republic","DOM",2007,183468
"Dominican Republic","DOM",2008,188139
"Dominican Republic","DOM",2009,184357
"Dominican Republic","DOM",2010,285590.12
"Dominican Republic","DOM",2011,295080.75
"Dominican Republic","DOM",2012,290011
"Dominican Republic","DOM",2013,387546.03
"Dominican Republic","DOM",2014,513961
"Dominican Republic","DOM",2015,526438
"Dominican Republic","DOM",2016,601349.4
"Dominican Republic","DOM",2017,637688
"Dominican Republic","DOM",2018,644602.94
"Dominican Republic","DOM",2019,665652.1
"Dominican Republic","DOM",2020,620086.94
"Dominican Republic","DOM",2021,634368.2
"Dominican Republic","DOM",2022,737201
"Dominican Republic","DOM",2023,1016834.75
"East Timor","TLS",1993,99
"East Timor","TLS",1994,191
"East Timor","TLS",1995,282
"East Timor","TLS",1996,1068
"East Timor","TLS",1997,804
"East Timor","TLS",1998,457
"East Timor","TLS",1999,376
"East Timor","TLS",2000,690
"East Timor","TLS",2001,1000
"East Timor","TLS",2002,1300
"East Timor","TLS",2003,1600
"East Timor","TLS",2004,2000
"East Timor","TLS",2005,2300
"East Timor","TLS",2006,2600
"East Timor","TLS",2007,2900
"East Timor","TLS",2008,3550.65
"East Timor","TLS",2009,3440
"East Timor","TLS",2010,3440
"East Timor","TLS",2011,3559.8
"East Timor","TLS",2012,4081.01
"East Timor","TLS",2013,4161.06
"East Timor","TLS",2014,4236.56
"East Timor","TLS",2015,4443.93
"East Timor","TLS",2016,4280.52
"East Timor","TLS",2017,4305.08
"East Timor","TLS",2018,4378.58
"East Timor","TLS",2019,4460.59
"East Timor","TLS",2020,4381.42
"East Timor","TLS",2021,4406.86
"East Timor","TLS",2022,4416.29
"East Timor","TLS",2023,4401.52
"Eastern Africa (FAO)",NA,1961,16006
"Eastern Africa (FAO)",NA,1962,16006
"Eastern Africa (FAO)",NA,1963,16006
"Eastern Africa (FAO)",NA,1964,16006
"Eastern Africa (FAO)",NA,1965,16006
"Eastern Africa (FAO)",NA,1966,16006
"Eastern Africa (FAO)",NA,1967,16006
"Eastern Africa (FAO)",NA,1968,16006
"Eastern Africa (FAO)",NA,1969,16157
"Eastern Africa (FAO)",NA,1970,16407
"Eastern Africa (FAO)",NA,1971,16802
"Eastern Africa (FAO)",NA,1972,19015
"Eastern Africa (FAO)",NA,1973,20678
"Eastern Africa (FAO)",NA,1974,29063
"Eastern Africa (FAO)",NA,1975,42224
"Eastern Africa (FAO)",NA,1976,33634
"Eastern Africa (FAO)",NA,1977,36049
"Eastern Africa (FAO)",NA,1978,39314
"Eastern Africa (FAO)",NA,1979,34430
"Eastern Africa (FAO)",NA,1980,38060
"Eastern Africa (FAO)",NA,1981,35110
"Eastern Africa (FAO)",NA,1982,35522
"Eastern Africa (FAO)",NA,1983,38892
"Eastern Africa (FAO)",NA,1984,40083
"Eastern Africa (FAO)",NA,1985,40112
"Eastern Africa (FAO)",NA,1986,40812
"Eastern Africa (FAO)",NA,1987,42214
"Eastern Africa (FAO)",NA,1988,42214
"Eastern Africa (FAO)",NA,1989,43214
"Eastern Africa (FAO)",NA,1990,44697
"Eastern Africa (FAO)",NA,1991,40884.82
"Eastern Africa (FAO)",NA,1992,43561.41
"Eastern Africa (FAO)",NA,1993,62905.25
"Eastern Africa (FAO)",NA,1994,36319.32
"Eastern Africa (FAO)",NA,1995,50518.56
"Eastern Africa (FAO)",NA,1996,55836.53
"Eastern Africa (FAO)",NA,1997,63035.01
"Eastern Africa (FAO)",NA,1998,77520.48
"Eastern Africa (FAO)",NA,1999,84514.33
"Eastern Africa (FAO)",NA,2000,163527.95
"Eastern Africa (FAO)",NA,2001,103238.27
"Eastern Africa (FAO)",NA,2002,104226.44
"Eastern Africa (FAO)",NA,2003,126894.28
"Eastern Africa (FAO)",NA,2004,137377.16
"Eastern Africa (FAO)",NA,2005,171500.02
"Eastern Africa (FAO)",NA,2006,183336.55
"Eastern Africa (FAO)",NA,2007,183737.61
"Eastern Africa (FAO)",NA,2008,190681.27
"Eastern Africa (FAO)",NA,2009,241252.06
"Eastern Africa (FAO)",NA,2010,315588.56
"Eastern Africa (FAO)",NA,2011,283642.72
"Eastern Africa (FAO)",NA,2012,252572.55
"Eastern Africa (FAO)",NA,2013,261057.44
"Eastern Africa (FAO)",NA,2014,431137.44
"Eastern Africa (FAO)",NA,2015,361078.28
"Eastern Africa (FAO)",NA,2016,399878.12
"Eastern Africa (FAO)",NA,2017,468213.66
"Eastern Africa (FAO)",NA,2018,493688.94
"Eastern Africa (FAO)",NA,2019,554900.94
"Eastern Africa (FAO)",NA,2020,779195
"Eastern Africa (FAO)",NA,2021,830504.3
"Eastern Africa (FAO)",NA,2022,826557.3
"Eastern Africa (FAO)",NA,2023,929508.5
"Eastern Asia (FAO)",NA,1992,18000
"Eastern Asia (FAO)",NA,1993,20000
"Eastern Asia (FAO)",NA,1994,30000
"Eastern Asia (FAO)",NA,1995,35000
"Eastern Asia (FAO)",NA,1996,45000
"Eastern Asia (FAO)",NA,1997,48000
"Eastern Asia (FAO)",NA,1998,51000
"Eastern Asia (FAO)",NA,1999,70000
"Eastern Asia (FAO)",NA,2000,70000
"Eastern Asia (FAO)",NA,2001,74500
"Eastern Asia (FAO)",NA,2002,75000
"Eastern Asia (FAO)",NA,2003,81000
"Eastern Asia (FAO)",NA,2004,1e+05
"Eastern Asia (FAO)",NA,2005,125000
"Eastern Asia (FAO)",NA,2006,90000
"Eastern Asia (FAO)",NA,2007,92000
"Eastern Asia (FAO)",NA,2008,95000
"Eastern Asia (FAO)",NA,2009,1e+05
"Eastern Asia (FAO)",NA,2010,103000
"Eastern Asia (FAO)",NA,2011,105000
"Eastern Asia (FAO)",NA,2012,108000
"Eastern Asia (FAO)",NA,2013,112000
"Eastern Asia (FAO)",NA,2014,116000
"Eastern Asia (FAO)",NA,2015,119911.17
"Eastern Asia (FAO)",NA,2016,115970.39
"Eastern Asia (FAO)",NA,2017,113740.18
"Eastern Asia (FAO)",NA,2018,113120.52
"Eastern Asia (FAO)",NA,2019,106830
"Eastern Asia (FAO)",NA,2020,115620
"Eastern Asia (FAO)",NA,2021,124780
"Eastern Asia (FAO)",NA,2022,135860
"Eastern Asia (FAO)",NA,2023,138066.1
"Eastern Europe (FAO)",NA,2018,0
"Eastern Europe (FAO)",NA,2019,0
"Eastern Europe (FAO)",NA,2020,0
"Eastern Europe (FAO)",NA,2021,0
"Eastern Europe (FAO)",NA,2022,0
"Eastern Europe (FAO)",NA,2023,0
"Ecuador","ECU",1961,16000
"Ecuador","ECU",1962,25920
"Ecuador","ECU",1963,29174
"Ecuador","ECU",1964,28782
"Ecuador","ECU",1965,23984
"Ecuador","ECU",1966,22998
"Ecuador","ECU",1967,27395
"Ecuador","ECU",1968,30788
"Ecuador","ECU",1969,23768
"Ecuador","ECU",1970,23358
"Ecuador","ECU",1971,21670
"Ecuador","ECU",1972,27200
"Ecuador","ECU",1973,24317
"Ecuador","ECU",1974,29332
"Ecuador","ECU",1975,31936
"Ecuador","ECU",1976,43495
"Ecuador","ECU",1977,40466
"Ecuador","ECU",1978,31346
"Ecuador","ECU",1979,28994
"Ecuador","ECU",1980,29055
"Ecuador","ECU",1981,30617
"Ecuador","ECU",1982,31076
"Ecuador","ECU",1983,29561
"Ecuador","ECU",1984,32577
"Ecuador","ECU",1985,28382
"Ecuador","ECU",1986,20290
"Ecuador","ECU",1987,20026
"Ecuador","ECU",1988,16376
"Ecuador","ECU",1989,13432
"Ecuador","ECU",1990,18655
"Ecuador","ECU",1991,18083
"Ecuador","ECU",1992,16083
"Ecuador","ECU",1993,17668
"Ecuador","ECU",1994,24063
"Ecuador","ECU",1995,12568
"Ecuador","ECU",1996,31694
"Ecuador","ECU",1997,43998
"Ecuador","ECU",1998,23577
"Ecuador","ECU",1999,21203
"Ecuador","ECU",2000,16104
"Ecuador","ECU",2001,16296
"Ecuador","ECU",2002,15303
"Ecuador","ECU",2003,11850
"Ecuador","ECU",2004,21928
"Ecuador","ECU",2005,27580
"Ecuador","ECU",2006,28000
"Ecuador","ECU",2007,28500
"Ecuador","ECU",2008,27687
"Ecuador","ECU",2009,28000
"Ecuador","ECU",2010,29000
"Ecuador","ECU",2011,27000
"Ecuador","ECU",2012,28600
"Ecuador","ECU",2013,27000
"Ecuador","ECU",2014,24598.32
"Ecuador","ECU",2015,23858.79
"Ecuador","ECU",2016,16118.41
"Ecuador","ECU",2017,20995
"Ecuador","ECU",2018,18232
"Ecuador","ECU",2019,26407.86
"Ecuador","ECU",2020,20352.48
"Ecuador","ECU",2021,42492.34
"Ecuador","ECU",2022,26439.99
"Ecuador","ECU",2023,26523.59
"Egypt","EGY",2021,1050
"Egypt","EGY",2022,894
"Egypt","EGY",2023,903
"El Salvador","SLV",1961,16400
"El Salvador","SLV",1962,17600
"El Salvador","SLV",1963,17900
"El Salvador","SLV",1964,18800
"El Salvador","SLV",1965,19800
"El Salvador","SLV",1966,20800
"El Salvador","SLV",1967,21900
"El Salvador","SLV",1968,23600
"El Salvador","SLV",1969,24000
"El Salvador","SLV",1970,24100
"El Salvador","SLV",1971,24500
"El Salvador","SLV",1972,25000
"El Salvador","SLV",1973,26000
"El Salvador","SLV",1974,27000
"El Salvador","SLV",1975,28000
"El Salvador","SLV",1976,29000
"El Salvador","SLV",1977,30000
"El Salvador","SLV",1978,31000
"El Salvador","SLV",1979,31000
"El Salvador","SLV",1980,31000
"El Salvador","SLV",1981,32000
"El Salvador","SLV",1982,33000
"El Salvador","SLV",1983,33500
"El Salvador","SLV",1984,34000
"El Salvador","SLV",1985,34000
"El Salvador","SLV",1986,35000
"El Salvador","SLV",1987,35000
"El Salvador","SLV",1988,36000
"El Salvador","SLV",1989,37000
"El Salvador","SLV",1990,38000
"El Salvador","SLV",1991,39000
"El Salvador","SLV",1992,40000
"El Salvador","SLV",1993,40000
"El Salvador","SLV",1994,41000
"El Salvador","SLV",1995,41000
"El Salvador","SLV",1996,41500
"El Salvador","SLV",1997,42000
"El Salvador","SLV",1998,42500
"El Salvador","SLV",1999,42500
"El Salvador","SLV",2000,40000
"El Salvador","SLV",2001,23000
"El Salvador","SLV",2002,7000
"El Salvador","SLV",2003,6822
"El Salvador","SLV",2004,8442
"El Salvador","SLV",2005,8976
"El Salvador","SLV",2006,1920
"El Salvador","SLV",2007,1958
"El Salvador","SLV",2008,2135
"El Salvador","SLV",2009,2182
"El Salvador","SLV",2010,1879.68
"El Salvador","SLV",2011,2887
"El Salvador","SLV",2012,5250.42
"El Salvador","SLV",2013,8256
"El Salvador","SLV",2014,10245
"El Salvador","SLV",2015,9190
"El Salvador","SLV",2016,10537
"El Salvador","SLV",2017,36087.59
"El Salvador","SLV",2018,41011
"El Salvador","SLV",2019,40613
"El Salvador","SLV",2020,28558.75
"El Salvador","SLV",2021,38568.15
"El Salvador","SLV",2022,21377
"El Salvador","SLV",2023,17349.77
"Estonia","EST",2018,0
"Estonia","EST",2019,0
"Estonia","EST",2020,0
"Estonia","EST",2021,0
"Estonia","EST",2022,0
"Estonia","EST",2023,0
"Eswatini","SWZ",1997,280
"Eswatini","SWZ",1998,250
"Eswatini","SWZ",1999,140
"Eswatini","SWZ",2000,310
"Eswatini","SWZ",2001,140
"Eswatini","SWZ",2002,210
"Eswatini","SWZ",2003,350
"Eswatini","SWZ",2004,324.51
"Eswatini","SWZ",2005,280
"Eswatini","SWZ",2006,500
"Eswatini","SWZ",2007,650
"Eswatini","SWZ",2008,750
"Eswatini","SWZ",2009,730.7
"Eswatini","SWZ",2010,800
"Eswatini","SWZ",2011,789.34
"Eswatini","SWZ",2012,750
"Eswatini","SWZ",2013,811.38
"Eswatini","SWZ",2014,833.73
"Eswatini","SWZ",2015,934.1
"Eswatini","SWZ",2016,859.74
"Eswatini","SWZ",2017,868.93
"Eswatini","SWZ",2018,884.61
"Eswatini","SWZ",2019,898.05
"Eswatini","SWZ",2020,883.86
"Eswatini","SWZ",2021,888.84
"Eswatini","SWZ",2022,890.25
"Eswatini","SWZ",2023,887.65
"Ethiopia","ETH",2000,78032
"Ethiopia","ETH",2001,13888
"Ethiopia","ETH",2002,15000
"Ethiopia","ETH",2003,17201
"Ethiopia","ETH",2004,16740
"Ethiopia","ETH",2005,28348
"Ethiopia","ETH",2006,34845
"Ethiopia","ETH",2007,42849
"Ethiopia","ETH",2008,32452
"Ethiopia","ETH",2009,37651
"Ethiopia","ETH",2010,57299
"Ethiopia","ETH",2011,73097
"Ethiopia","ETH",2012,25633
"Ethiopia","ETH",2013,18206
"Ethiopia","ETH",2014,53698
"Ethiopia","ETH",2015,59331.43
"Ethiopia","ETH",2016,64982
"Ethiopia","ETH",2017,81431.76
"Ethiopia","ETH",2018,84793.65
"Ethiopia","ETH",2019,104491.92
"Ethiopia","ETH",2020,245335.62
"Ethiopia","ETH",2021,193400
"Ethiopia","ETH",2022,161292.03
"Ethiopia","ETH",2023,167556.7
"Europe",NA,1961,380
"Europe",NA,1962,418
"Europe",NA,1963,422
"Europe",NA,1964,392
"Europe",NA,1965,450
"Europe",NA,1966,519
"Europe",NA,1967,649
"Europe",NA,1968,605
"Europe",NA,1969,729
"Europe",NA,1970,655
"Europe",NA,1971,942
"Europe",NA,1972,1581
"Europe",NA,1973,1850
"Europe",NA,1974,2250
"Europe",NA,1975,2780
"Europe",NA,1976,3275
"Europe",NA,1977,4150
"Europe",NA,1978,5068
"Europe",NA,1979,6055
"Europe",NA,1980,7654
"Europe",NA,1981,10561
"Europe",NA,1982,15591
"Europe",NA,1983,20720
"Europe",NA,1984,25299
"Europe",NA,1985,29002
"Europe",NA,1986,31347
"Europe",NA,1987,33522
"Europe",NA,1988,44783
"Europe",NA,1989,48099
"Europe",NA,1990,67592
"Europe",NA,1991,74956.2
"Europe",NA,1992,75300
"Europe",NA,1993,70864
"Europe",NA,1994,49935
"Europe",NA,1995,30683
"Europe",NA,1996,55060
"Europe",NA,1997,55141
"Europe",NA,1998,76438
"Europe",NA,1999,68649
"Europe",NA,2000,68296.4
"Europe",NA,2001,79092.82
"Europe",NA,2002,78271.34
"Europe",NA,2003,80174.76
"Europe",NA,2004,80201
"Europe",NA,2005,79771.66
"Europe",NA,2006,84503.5
"Europe",NA,2007,86725.1
"Europe",NA,2008,78413.91
"Europe",NA,2009,77645.85
"Europe",NA,2010,102759.26
"Europe",NA,2011,88202.06
"Europe",NA,2012,80763.53
"Europe",NA,2013,73874.58
"Europe",NA,2014,81699.3
"Europe",NA,2015,90972.03
"Europe",NA,2016,97010.08
"Europe",NA,2017,99013.99
"Europe",NA,2018,100567.06
"Europe",NA,2019,124506.01
"Europe",NA,2020,128476.28
"Europe",NA,2021,153048.48
"Europe",NA,2022,149037.94
"Europe",NA,2023,139757.4
"Europe (FAO)",NA,1961,340
"Europe (FAO)",NA,1962,373
"Europe (FAO)",NA,1963,377
"Europe (FAO)",NA,1964,347
"Europe (FAO)",NA,1965,400
"Europe (FAO)",NA,1966,469
"Europe (FAO)",NA,1967,599
"Europe (FAO)",NA,1968,555
"Europe (FAO)",NA,1969,674
"Europe (FAO)",NA,1970,600
"Europe (FAO)",NA,1971,887
"Europe (FAO)",NA,1972,1526
"Europe (FAO)",NA,1973,1800
"Europe (FAO)",NA,1974,2200
"Europe (FAO)",NA,1975,2730
"Europe (FAO)",NA,1976,3220
"Europe (FAO)",NA,1977,4095
"Europe (FAO)",NA,1978,5013
"Europe (FAO)",NA,1979,6000
"Europe (FAO)",NA,1980,7596
"Europe (FAO)",NA,1981,10500
"Europe (FAO)",NA,1982,15500
"Europe (FAO)",NA,1983,20500
"Europe (FAO)",NA,1984,25049
"Europe (FAO)",NA,1985,28702
"Europe (FAO)",NA,1986,30847
"Europe (FAO)",NA,1987,33022
"Europe (FAO)",NA,1988,44233
"Europe (FAO)",NA,1989,47349
"Europe (FAO)",NA,1990,67342
"Europe (FAO)",NA,1991,74126.2
"Europe (FAO)",NA,1992,74350
"Europe (FAO)",NA,1993,70064
"Europe (FAO)",NA,1994,49185
"Europe (FAO)",NA,1995,29483
"Europe (FAO)",NA,1996,53660
"Europe (FAO)",NA,1997,54041
"Europe (FAO)",NA,1998,75338
"Europe (FAO)",NA,1999,67649
"Europe (FAO)",NA,2000,67266.4
"Europe (FAO)",NA,2001,78062.82
"Europe (FAO)",NA,2002,77241.34
"Europe (FAO)",NA,2003,79144.76
"Europe (FAO)",NA,2004,79108
"Europe (FAO)",NA,2005,78611.66
"Europe (FAO)",NA,2006,83453.5
"Europe (FAO)",NA,2007,85611.1
"Europe (FAO)",NA,2008,77453.91
"Europe (FAO)",NA,2009,76735.86
"Europe (FAO)",NA,2010,101792.26
"Europe (FAO)",NA,2011,87143.06
"Europe (FAO)",NA,2012,79894.53
"Europe (FAO)",NA,2013,72894.58
"Europe (FAO)",NA,2014,80832.3
"Europe (FAO)",NA,2015,90143.02
"Europe (FAO)",NA,2016,96200.07
"Europe (FAO)",NA,2017,98296.99
"Europe (FAO)",NA,2018,99617.06
"Europe (FAO)",NA,2019,123596.01
"Europe (FAO)",NA,2020,127316.28
"Europe (FAO)",NA,2021,151838.48
"Europe (FAO)",NA,2022,147727.94
"Europe (FAO)",NA,2023,138577.4
"European Union (27)",NA,1961,380
"European Union (27)",NA,1962,418
"European Union (27)",NA,1963,422
"European Union (27)",NA,1964,392
"European Union (27)",NA,1965,450
"European Union (27)",NA,1966,519
"European Union (27)",NA,1967,649
"European Union (27)",NA,1968,605
"European Union (27)",NA,1969,729
"European Union (27)",NA,1970,655
"European Union (27)",NA,1971,942
"European Union (27)",NA,1972,1581
"European Union (27)",NA,1973,1850
"European Union (27)",NA,1974,2250
"European Union (27)",NA,1975,2780
"European Union (27)",NA,1976,3275
"European Union (27)",NA,1977,4150
"European Union (27)",NA,1978,5068
"European Union (27)",NA,1979,6055
"European Union (27)",NA,1980,7654
"European Union (27)",NA,1981,10561
"European Union (27)",NA,1982,15591
"European Union (27)",NA,1983,20720
"European Union (27)",NA,1984,25299
"European Union (27)",NA,1985,29002
"European Union (27)",NA,1986,31347
"European Union (27)",NA,1987,33522
"European Union (27)",NA,1988,44783
"European Union (27)",NA,1989,48099
"European Union (27)",NA,1990,67592
"European Union (27)",NA,1991,74956.2
"European Union (27)",NA,1992,75300
"European Union (27)",NA,1993,70864
"European Union (27)",NA,1994,49935
"European Union (27)",NA,1995,30683
"European Union (27)",NA,1996,55060
"European Union (27)",NA,1997,55141
"European Union (27)",NA,1998,76438
"European Union (27)",NA,1999,68649
"European Union (27)",NA,2000,68296.4
"European Union (27)",NA,2001,79092.82
"European Union (27)",NA,2002,78271.34
"European Union (27)",NA,2003,80174.76
"European Union (27)",NA,2004,80201
"European Union (27)",NA,2005,78671.66
"European Union (27)",NA,2006,83403.5
"European Union (27)",NA,2007,85725.1
"European Union (27)",NA,2008,77382.5
"European Union (27)",NA,2009,76614.73
"European Union (27)",NA,2010,101759.26
"European Union (27)",NA,2011,87168.2
"European Union (27)",NA,2012,79663.53
"European Union (27)",NA,2013,72774.58
"European Union (27)",NA,2014,80699.3
"European Union (27)",NA,2015,89948.47
"European Union (27)",NA,2016,95976.23
"European Union (27)",NA,2017,97976.8
"European Union (27)",NA,2018,99530
"European Union (27)",NA,2019,123470
"European Union (27)",NA,2020,127440
"European Union (27)",NA,2021,152010
"European Union (27)",NA,2022,148000
"European Union (27)",NA,2023,138720
"Fiji","FJI",2020,160
"Fiji","FJI",2021,251
"Fiji","FJI",2022,263
"Fiji","FJI",2023,211
"Finland","FIN",2018,0
"Finland","FIN",2019,0
"Finland","FIN",2020,0
"Finland","FIN",2021,0
"Finland","FIN",2022,0
"Finland","FIN",2023,0
"France","FRA",1961,0
"France","FRA",1962,0
"France","FRA",1963,0
"France","FRA",1964,0
"France","FRA",1965,0
"France","FRA",1966,0
"France","FRA",1967,0
"France","FRA",1968,0
"France","FRA",1969,0
"France","FRA",1970,0
"France","FRA",1971,0
"France","FRA",1972,0
"France","FRA",1973,0
"France","FRA",1974,200
"France","FRA",1975,230
"France","FRA",1976,220
"France","FRA",1977,95
"France","FRA",1978,65
"France","FRA",1979,0
"France","FRA",1980,0
"France","FRA",1981,0
"France","FRA",1982,0
"France","FRA",1983,0
"France","FRA",1984,0
"France","FRA",1985,0
"France","FRA",1986,0
"France","FRA",1987,0
"France","FRA",1988,300
"France","FRA",1989,400
"France","FRA",1990,350
"France","FRA",1991,74.2
"France","FRA",1992,75
"France","FRA",1993,75
"France","FRA",1994,75
"France","FRA",1995,75
"France","FRA",1996,64
"France","FRA",1997,70
"France","FRA",1998,70
"France","FRA",1999,77
"France","FRA",2000,1498.4
"France","FRA",2001,1610.6
"France","FRA",2002,1459
"France","FRA",2003,939.5
"France","FRA",2004,1176
"France","FRA",2005,980
"France","FRA",2006,995.5
"France","FRA",2007,957.1
"France","FRA",2008,1410.76
"France","FRA",2009,2347
"France","FRA",2010,1983
"France","FRA",2011,1256
"France","FRA",2012,980
"France","FRA",2013,980
"France","FRA",2014,957
"France","FRA",2015,941
"France","FRA",2016,1925.8
"France","FRA",2017,2567.8
"France","FRA",2018,2460
"France","FRA",2019,2080
"France","FRA",2020,1080
"France","FRA",2021,1100
"France","FRA",2022,1080
"France","FRA",2023,1210
"French Guiana","GUF",1961,50
"French Guiana","GUF",1962,50
"French Guiana","GUF",1963,50
"French Guiana","GUF",1964,50
"French Guiana","GUF",1965,50
"French Guiana","GUF",1966,50
"French Guiana","GUF",1967,50
"French Guiana","GUF",1968,60
"French Guiana","GUF",1969,60
"French Guiana","GUF",1970,60
"French Guiana","GUF",1971,60
"French Guiana","GUF",1972,80
"French Guiana","GUF",1973,90
"French Guiana","GUF",1974,150
"French Guiana","GUF",1975,150
"French Guiana","GUF",1976,75
"French Guiana","GUF",1977,70
"French Guiana","GUF",1978,60
"French Guiana","GUF",1979,60
"French Guiana","GUF",1980,60
"French Guiana","GUF",1981,40
"French Guiana","GUF",1982,32
"French Guiana","GUF",1983,32
"French Guiana","GUF",1984,33
"French Guiana","GUF",1985,30
"French Guiana","GUF",1986,35
"French Guiana","GUF",1987,35
"French Guiana","GUF",1988,56
"French Guiana","GUF",1989,50
"French Guiana","GUF",1990,52
"French Guiana","GUF",1991,29
"French Guiana","GUF",1992,69
"French Guiana","GUF",1993,132
"French Guiana","GUF",1994,147
"French Guiana","GUF",1995,247
"French Guiana","GUF",1996,247
"French Guiana","GUF",1997,208
"French Guiana","GUF",1998,247
"French Guiana","GUF",1999,247
"French Guiana","GUF",2000,208
"French Guiana","GUF",2001,185
"French Guiana","GUF",2002,250
"French Guiana","GUF",2003,483
"French Guiana","GUF",2004,803
"French Guiana","GUF",2005,1087
"French Guiana","GUF",2006,1347
"French Polynesia","PYF",1961,0
"French Polynesia","PYF",1962,0
"French Polynesia","PYF",1963,0
"French Polynesia","PYF",1964,0
"French Polynesia","PYF",1965,0
"French Polynesia","PYF",1966,0
"French Polynesia","PYF",1967,0
"French Polynesia","PYF",1968,0
"French Polynesia","PYF",1969,0
"French Polynesia","PYF",1970,0
"French Polynesia","PYF",1971,0
"French Polynesia","PYF",1972,0
"French Polynesia","PYF",1973,0
"French Polynesia","PYF",1974,0
